CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS
C14685,4183.77248,1,511.12,278.6,232.52,1209.426365,0.916667,0.25,0.833333,0.416667,14,24,4500,1378.838332
C14686,4187.550741,1,0,0,0,433.71918,0,0,0,0.083333,1,0,4500,1216.465192
C14687,58.565355,0.833333,386,0,386,0,0.666667,0,0.5,0,0,4,1000,425.996964
C14688,8363.401152,1,1076.01,1076.01,0,3134.26615,0.25,0.25,0,0.666667,29,7,9500,1828.936956
C14689,45.171225,0.636364,160,160,0,0,0.083333,0.083333,0,0,0,1,500,197.019336
C14690,440.676765,0.666667,0,0,0,1125.542162,0,0,0,0.666667,6,0,1200,171.743821
C14691,7867.660015,1,507,507,0,8980.648498,0.166667,0.166667,0,0.916667,43,4,8500,6802.892319
C14692,731.222335,1,0,0,0,2828.975383,0,0,0,0.416667,8,0,1500,3208.182454
C14693,39.523885,0.727273,592.88,451.18,141.7,0,0.583333,0.583333,0.083333,0,0,9,12000,1111.148943
C14694,1996.785925,1,212.64,212.64,0,272.115509,0.083333,0.083333,0,0.166667,6,1,2000,1121.381513
C14695,3114.988266,1,453.12,453.12,0,2115.036647,0.333333,0.333333,0,0.5,12,7,5000,1160.859524
C14696,2341.401664,1,0,0,0,1818.306309,0,0,0,0.416667,5,0,3000,668.918811
C14697,2819.630553,1,0,0,0,230.543537,0,0,0,0.25,7,0,3000,810.389383
C14698,147.085066,0.818182,1381.14,1027.14,354,0,0.666667,0.333333,0.25,0,0,11,2500,1457.406626
C14699,152.459665,1,1248.09,829.45,418.64,0,1,1,0.25,0,0,21,5000,1316.455236
C14700,1998.15597,1,348,348,0,1940.357907,0.083333,0.083333,0,0.083333,1,1,9000,2893.195013
C14701,290.246277,1,2617.61,1342.69,1274.92,0,1,1,0.75,0,0,52,2500,2948.963493
C14702,2074.364799,1,1500,1500,0,0,0.416667,0.416667,0,0,0,15,2200,2200.280484
C14703,1773.323689,1,1423.71,1423.71,0,0,1,1,0,0,0,17,5000,1410.310559
C14704,12.540151,0.363636,201,104.5,96.5,0,0.25,0.083333,0.166667,0,0,4,2500,479.948299
C14705,5796.622219,0.875,423.38,223.38,200,6739.693779,0.625,0.25,0.375,0.25,18,9,8000,813.94163
C14706,3261.241461,1,0,0,0,154.67204,0,0,0,0.083333,1,0,6500,800.677168
C14707,4228.71103,1,923.99,0,923.99,3932.272703,1,0,1,0.416667,7,30,8500,8805.280436
C14708,8033.907466,1,159,159,0,3983.763805,0.083333,0.083333,0,0.75,24,1,9000,1620.868564
C14709,11.902047,0.818182,0,0,0,482.992567,0,0,0,0.083333,1,0,3000,727.929858
C14710,7789.190958,1,1307.39,84.45,1222.94,1836.893684,1,0.166667,1,0.25,3,66,8500,2072.817061
C14711,8465.740449,1,1345.81,226,1119.81,3429.450339,0.916667,0.333333,0.666667,0.666667,25,33,9500,2069.156797
C14712,151.194794,0.818182,2634.7,2411.53,223.17,0,1,1,0.363636,0,0,42,7500,2295.964836
C14713,3212.963003,1,0,0,0,185.532602,0,0,0,0.083333,2,0,3500,766.728773
C14714,149.59894,1,2009.64,206,1803.64,0,1,0.083333,1,0,0,23,16500,1886.871621
C14715,39.718404,0.363636,525.17,525.17,0,0,0.083333,0.083333,0,0,0,4,8500,515.996856
C14716,99.523071,0.818182,955.87,955.87,0,0,0.5,0.5,0,0,0,9,13500,1201.853087
C14717,1837.047378,1,0,0,0,73.157833,0,0,0,0.083333,1,0,2000,412.848153
C14718,28.90195,0.363636,169.24,169.24,0,0,0.083333,0.083333,0,0,0,1,1200,166.658504
C14719,133.68751,1,1139.2,0,1139.2,0,1,0,0.875,0,0,15,3000,957.152839
C14720,1922.943603,1,110.8,110.8,0,0,0.166667,0.166667,0,0,0,2,3000,551.431723
C14721,653.931902,1,0,0,0,1561.104542,0,0,0,0.583333,9,0,1200,1535.018327
C14722,25.178303,0.727273,283.15,0,283.15,0,0.583333,0,0.5,0,0,7,5000,206.688202
C14723,3049.215189,1,390,390,0,5876.866242,0.083333,0.083333,0,0.583333,9,1,3200,6537.913767
C14724,8073.983031,1,2153.11,1326,827.11,3037.443167,1,0.75,0.916667,0.583333,28,48,9500,3032.171255
C14725,1731.459785,1,288.47,0,288.47,37.454878,0.416667,0,0.416667,0.083333,2,5,1700,673.92358
C14726,173.720757,0.181818,345.29,345.29,0,887.279827,0.083333,0.083333,0,0.166667,10,2,1200,0
C14727,1150.724569,1,797.27,482.31,314.96,180.115216,0.75,0.333333,0.583333,0.083333,1,12,6000,1177.010626
C14728,5376.083101,1,0,0,0,2293.529361,0,0,0,0.333333,8,0,5500,3202.100651
C14729,992.615052,1,162.28,0,162.28,0,0.5,0,0.5,0,0,6,1000,333.663574
C14730,1360.029064,1,75.87,75.87,0,1482.699821,0.083333,0.083333,0,0.166667,10,1,1500,328.843583
C14731,167.244974,0.272727,0,0,0,1275.337159,0,0,0,0.083333,3,0,3000,7094.254317
C14732,24.382156,1,366.6,0,366.6,0,1,0,1,0,0,12,2000,335.625679
C14733,1001.129965,1,0,0,0,457.757366,0,0,0,0.083333,1,0,1200,462.290269
C14734,108.766657,0.857143,750.19,750.19,0,0,0.714286,0.714286,0,0,0,7,2500,498.643829
C14735,3106.853852,1,0,0,0,3043.478003,0,0,0,0.416667,11,0,6000,702.156272
C14736,787.341687,1,2732.66,2548.47,184.19,0,1,1,0.416667,0,0,30,16500,2548.494077
C14737,1075.768647,1,200,200,0,0,0.083333,0.083333,0,0,0,1,1200,550.95426
C14738,2270.22733,1,0,0,0,159.189426,0,0,0,0.083333,1,0,2400,495.667079
C14739,38.994955,1,431.52,431.52,0,0,1,1,0,0,0,12,7000,417.892105
C14740,1154.381343,1,2421.85,468.65,1953.2,0,1,0.333333,1,0,0,69,9000,1421.087219
C14741,126.098257,0.8,387.66,387.66,0,0,0.7,0.7,0,0,0,24,1200,211.00385
C14742,61.657184,1,338.4,0,338.4,0,1,0,1,0,0,12,1000,384.287358
C14743,6371.35328,1,0,0,0,3546.56566,0,0,0,0.333333,11,0,7000,1914.79158
C14744,6057.280526,1,2235.12,1102.4,1132.72,0,1,0.5,1,0,0,103,10500,1489.016246
C14745,7005.310696,1,0,0,0,4273.427073,0,0,0,0.333333,11,0,10500,1623.620841
C14746,4.598902,0.363636,51.16,0,51.16,0,0.166667,0,0.083333,0,0,2,3000,160.554337
C14747,59.264067,0.909091,203.08,0,203.08,956.776745,0.666667,0,0.666667,0.166667,2,8,2000,1309.186831
C14748,953.772248,1,747.62,747.62,0,1411.613588,0.166667,0.166667,0,0.5,6,2,2500,306.649908
C14749,22.187914,1,0,0,0,147.48527,0,0,0,0.083333,1,0,3000,182.533898
C14750,2118.77868,1,62.46,0,62.46,1361.312559,0.5,0,0.416667,0.25,4,6,4000,1080.520104
C14751,21.345298,0.727273,1019,119,900,0,0.75,0.083333,0.75,0,0,10,4500,1274.379409
C14752,4817.148022,1,0,0,0,7625.978921,0,0,0,0.666667,16,0,8000,3810.594316
C14753,452.951976,0.454545,3649.83,3649.83,0,0,0.25,0.25,0,0,0,10,7500,209.217046
C14754,41.25567,0.454545,297.4,297.4,0,0,0.25,0.25,0,0,0,5,6000,595.460601
C14755,0,0,19.25,0,19.25,0,0.083333,0,0.083333,0,0,1,4000,0
C14756,107.600851,1,1461.15,1034.03,427.12,0,1,1,0.916667,0,0,33,7500,1334.893122
C14757,9.431309,1,80.44,0,80.44,0,0.416667,0,0.416667,0,0,5,2500,104.97817
C14758,4768.062736,1,374.81,333.2,41.61,9917.639168,0.333333,0.25,0.083333,0.833333,18,4,7000,5283.297064
C14759,244.653051,1,1181.03,607.4,573.63,0,0.666667,0.166667,0.666667,0,0,15,4500,1047.448996
C14760,268.966315,0.727273,784,659,125,0,0.5,0.25,0.333333,0,0,12,10500,514.650308
C14761,1411.914825,1,0,0,0,127.321884,0,0,0,0.090909,2,0,1500,259.780798
C14762,183.992665,0.818182,1402.4,1140.5,261.9,0,0.666667,0.583333,0.416667,0,0,19,7200,1262.938606
C14763,19.491307,0.363636,0,0,0,1161.514855,0,0,0,0.083333,3,0,1200,3338.597271
C14764,3153.251957,1,3398.12,95.84,3302.28,5608.804955,1,0.083333,1,0.333333,4,24,3000,9000.706634
C14765,534.168335,0.909091,3916.8,2170.37,1746.43,107.838419,0.909091,0.636364,0.545455,0.090909,1,60,3000,3291.567762
C14766,6313.362606,0.909091,0,0,0,9687.179224,0,0,0,0.636364,11,0,10000,6291.189848
C14767,531.269205,1,33.4,0,33.4,0,1,0,1,0,0,12,3700,2508.700414
C14768,3699.694691,1,0,0,0,1182.596884,0,0,0,0.416667,13,0,4000,769.962086
C14769,451.23106,1,1293.7,725.6,568.1,0,1,0.916667,0.916667,0,0,40,1200,894.932094
C14770,591.103032,1,626.69,626.69,0,0,0.166667,0.166667,0,0,0,2,2500,786.571498
C14771,253.640197,0.909091,2607.88,1142.96,1464.92,73.579253,0.833333,0.833333,0.666667,0.083333,1,43,4000,1954.784637
C14772,4222.928545,1,0,0,0,4745.047686,0,0,0,0.333333,6,0,8000,1383.938805
C14773,884.230978,1,0,0,0,611.76416,0,0,0,0.083333,2,0,1200,883.943797
C14774,237.344299,1,1266.03,170,1096.03,0,1,0.083333,1,0,0,46,1800,729.118157
C14775,19.949534,0.111111,0,0,0,326.731167,0,0,0,0.111111,5,0,2500,0
C14776,398.726283,1,393.49,393.49,0,787.215403,0.166667,0.166667,0,0.25,8,12,600,795.860389
C14777,6991.964344,1,1384.92,0,1384.92,18.807602,0.75,0,0.666667,0.083333,1,9,13000,2814.59508
C14778,38.792757,0.636364,1115.92,0,1115.92,54.562891,0.916667,0,0.916667,0.166667,2,79,3500,1506.34522
C14779,200.988312,0.181818,0,0,0,1864.566564,0,0,0,0.083333,5,0,2500,9724.871142
C14780,2173.970603,1,0,0,0,1192.786167,0,0,0,0.25,4,0,2400,445.866028
C14781,158.878732,1,738.65,0,738.65,109.368455,0.833333,0,0.833333,0.083333,1,16,7500,899.2372
C14783,1464.636143,1,0,0,0,2773.394382,0,0,0,0.25,8,0,1500,1751.449835
C14784,190.962339,1,2161.22,2161.22,0,0,0.75,0.75,0,0,0,24,5000,1663.048553
C14785,6983.408463,1,0,0,0,3354.686368,0,0,0,0.333333,11,0,7700,1116.896212
C14786,58.83251,1,551.93,0,551.93,0,1,0,1,0,0,27,2500,437.19547
C14787,3046.937141,1,0,0,0,4021.457424,0,0,0,0.25,8,0,5000,809.451322
C14788,1396.279238,1,3380.44,1449.92,1930.52,0,1,0.333333,1,0,0,27,3500,5451.794841
C14789,975.252077,1,1146.74,796.74,350,0,0.857143,0.142857,0.714286,0,0,8,1000,1273.063087
C14790,1622.84216,1,248.74,0,248.74,1814.147021,0.333333,0,0.25,0.25,3,4,2500,1082.286757
C14791,3899.763741,1,0,0,0,925.72976,0,0,0,0.083333,1,0,6500,877.767833
C14792,2719.639153,1,715.81,715.81,0,0,0.333333,0.333333,0,0,0,7,10000,694.102974
C14793,347.226798,1,1535.49,1203.69,331.8,0,0.9,0.5,0.5,0,0,24,1000,778.913464
C14794,8.172299,0.636364,114,0,114,0,0.5,0,0.5,0,0,6,2700,123.400772
C14795,8248.178009,1,1788.84,0,1788.84,90.031207,1,0,1,0.083333,1,12,18000,40627.59524
C14796,289.353197,1,461.68,201,260.68,0,0.333333,0.083333,0.166667,0,0,7,4500,282.328051
C14797,38.91624,1,358.49,0,358.49,188.234434,0.916667,0,0.833333,0.083333,1,11,2500,479.607061
C14798,810.739995,1,86.9,86.9,0,0,0.083333,0.083333,0,0,0,1,7500,253.775702
C14799,438.337653,1,1867.9,1424.87,443.03,128.429272,0.75,0.5,0.5,0.166667,3,24,6500,2080.403638
C14800,101.083401,0.909091,553.36,140,413.36,1719.767683,0.666667,0.083333,0.666667,0.166667,2,9,3000,2515.38256
C14802,1300.793883,1,1282.2,0,1282.2,0,1,0,1,0,0,12,1200,1407.623536
C14803,1418.838078,1,0,0,0,272.782072,0,0,0,0.583333,7,0,1500,619.975821
C14804,2042.585017,0.857143,498.96,0,498.96,2364.540395,0.857143,0,0.714286,0.285714,5,9,2500,414.718951
C14805,218.948323,1,1858.33,1380,478.33,0,0.666667,0.333333,0.333333,0,0,14,4500,1934.821016
C14806,115.467669,0.545455,354,354,0,0,0.166667,0.166667,0,0,0,2,16500,4555.965464
C14807,199.462047,1,1296.2,745.82,550.38,0,0.25,0.25,0.166667,0,0,14,1800,18.125527
C14808,143.737177,1,1456,361,1095,0,0.666667,0.166667,0.583333,0,0,17,2500,1416.600792
C14809,45.45702,0.909091,175,175,0,0,0.166667,0.166667,0,0,0,2,1200,212.558928
C14810,1089.795044,1,0,0,20,38.249993,0,0,0.166667,0.083333,1,1,1200,284.731156
C14811,19.946102,1,450,0,450,0,1,0,0.9,0,0,10,1000,386.571651
C14812,626.213492,1,0,0,0,3393.427055,0,0,0,0.25,11,0,1200,3566.140224
C14813,1849.017387,1,0,0,0,838.008227,0,0,0,0.166667,2,0,2500,433.218956
C14814,2992.591246,1,0,0,0,759.456509,0,0,0,0.416667,9,0,3500,817.050377
C14815,2021.514867,1,1582.84,1554.89,27.95,0,0.5,0.416667,0.083333,0,0,8,2500,565.380786
C14816,2122.066396,1,0,0,0,1048.972729,0,0,0,0.25,9,0,3000,548.182704
C14817,4.417273,0.181818,27.42,0,27.42,0,0.083333,0,0.083333,0,0,1,1800,228.417814
C14818,825.347767,1,0,0,0,105.877591,0,0,0,0.083333,1,0,1200,426.206835
C14819,87.462633,0.454545,0,0,0,1251.696029,0,0,0,0.083333,1,0,2000,2678.249487
C14820,1223.909602,1,607,607,0,0,0.916667,0.916667,0,0,0,13,1200,466.149713
C14821,83.930127,0.727273,1027.64,1027.64,0,0,0.5,0.5,0,0,0,15,6000,1007.971531
C14822,1241.025652,1,0,0,0,180.783929,0,0,0,0.083333,1,0,1800,842.814061
C14823,268.797746,1,70,0,70,0,0.5,0,0.416667,0,0,6,1000,105.954038
C14824,451.404363,1,2196,2154.34,41.66,0,0.833333,0.75,0.083333,0,0,14,1800,2142.056177
C14825,3.248979,0.090909,91.26,0,91.26,0,0.083333,0,0.083333,0,0,2,3500,0
C14826,160.873814,0.666667,480,480,0,0,0.666667,0.666667,0,0,0,8,1500,38.770699
C14827,982.566805,1,282.39,0,282.39,0,0.583333,0,0.583333,0,0,7,1000,722.645708
C14828,4070.500764,0.833333,710.8,140,570.8,4620.069456,0.833333,0.166667,0.666667,0.166667,11,16,4900,364.205524
C14829,1048.892643,1,0,0,0,115.766104,0,0,0,0.25,4,0,1100,218.648513
C14830,507.076999,0.857143,0,0,0,1391.140391,0,0,0,0.142857,2,0,1500,2104.053736
C14831,158.634812,0.909091,1765.38,84.8,1680.58,0,0.666667,0.083333,0.583333,0,0,24,9500,1661.464986
C14832,976.370187,1,0,0,0,1622.255801,0,0,0,0.25,4,0,1600,3056.718074
C14833,5.336222,0.272727,57,0,57,0,0.25,0,0.166667,0,0,3,5000,164.041195
C14834,3363.288511,1,1123.42,865.78,257.64,1992.271699,1,1,0.583333,0.166667,2,30,4500,4772.462052
C14835,1475.396878,1,5055.77,2931.91,2123.86,0,1,0.333333,1,0,0,69,1900,4826.844372
C14836,15155.53286,1,717.24,717.24,0,4718.274895,1,1,0,0.5,7,24,18000,4002.194556
C14837,782.392041,1,8168.9,3000.97,5167.93,0,1,0.666667,1,0,0,59,16500,7455.296139
C14838,3157.715309,1,548.79,548.79,0,3075.115015,0.583333,0.583333,0,0.166667,5,48,3500,3817.151157
C14839,872.07108,1,853,0,853,999.04114,0.5,0,0.416667,0.083333,3,6,4000,784.917897
C14841,1904.495561,1,4044.14,2961.8,1082.34,0,1,0.916667,1,0,0,66,6700,6312.820074
C14842,1186.287841,1,115.5,115.5,0,0,0.166667,0.166667,0,0,0,3,1200,446.088328
C14843,3838.312836,1,0,0,0,1256.712548,0,0,0,0.5,11,0,9500,1419.130675
C14844,5975.063353,1,345.3,345.3,0,3599.222154,0.166667,0.166667,0,0.666667,18,2,6500,2010.926039
C14845,2005.438728,1,956.05,818.73,137.32,0,0.583333,0.5,0.25,0,0,16,2500,915.734963
C14846,6749.994904,1,0,0,0,4561.826799,0,0,0,0.416667,10,0,11500,4930.710131
C14847,6.127959,0.636364,82.85,0,82.85,0,0.636364,0,0.545455,0,0,13,3500,100.08381
C14848,1994.694769,1,248.75,248.75,0,1016.518185,0.166667,0.166667,0,0.083333,1,2,6000,568.025868
C14849,7404.850748,1,0,0,0,12405.2945,0,0,0,0.5,13,0,11500,13956.71873
C14850,6950.583049,1,400.98,0,400.98,259.046858,0.5,0,0.416667,0.083333,1,6,12500,2008.360568
C14851,5976.796897,1,1194.52,0,1194.52,790.205561,0.416667,0,0.333333,0.333333,6,15,6000,2722.095294
C14852,19.846569,1,0,0,0,133.049604,0,0,0,0.285714,2,0,1200,48.739156
C14853,6456.515148,1,0,0,0,3802.386718,0,0,0,0.75,17,0,7500,2640.103648
C14854,2651.484926,1,908.15,0,908.15,1008.639756,1,0,1,0.333333,9,23,3000,4361.679346
C14855,1091.437438,1,1237.37,447.6,789.77,0,0.833333,0.166667,0.75,0,0,13,4500,833.893431
C14856,28.588826,1,151.92,0,151.92,0,1,0,0.875,0,0,8,1000,111.631804
C14857,703.368382,1,64,0,64,0,0.5,0,0.416667,0,0,6,2550,179.083715
C14858,1512.218864,1,1002.93,825.89,177.04,0,1,0.833333,0.333333,0,0,23,4000,328.446221
C14859,1608.052487,0.545455,0,0,0,2496.721337,0,0,0,0.25,3,0,5000,9933.62261
C14860,233.961592,1,248.44,13,235.44,0,0.5,0.083333,0.416667,0,0,6,1200,219.96077
C14861,159.36681,0.636364,1277.5,0,1277.5,0,0.583333,0,0.5,0,0,7,2500,1315.820451
C14862,27.40855,1,290.6,290.6,0,0,1,1,0,0,0,12,2000,315.279531
C14863,1132.796058,1,519.79,519.79,0,0,0.583333,0.583333,0,0,0,8,1200,642.723631
C14864,101.874313,0.636364,70,70,0,365.228157,0.083333,0.083333,0,0.333333,6,1,2500,464.687342
C14865,862.753623,1,1282.38,0,1282.38,0,0.916667,0,0.833333,0,0,11,11500,930.179257
C14866,3753.102666,1,0,0,0,702.912179,0,0,0,0.583333,7,0,11000,1029.476417
C14867,996.223227,1,0,0,0,1398.39554,0,0,0,0.083333,1,0,8000,2369.167737
C14868,4035.138453,1,0,0,0,2399.437045,0,0,0,0.25,3,0,7000,1474.388466
C14870,1845.210833,1,0,0,0,1960.264859,0,0,0,0.25,3,0,4500,331.387568
C14871,46.56216,1,261.16,0,261.16,0,1,0,1,0,0,16,4000,230.605229
C14872,299.179091,0.454545,1147.23,1071.7,75.53,0,0.25,0.083333,0.25,0,0,6,4000,1460.796216
C14873,2917.079199,1,0,0,0,844.083928,0,0,0,0.416667,13,0,3000,1360.117166
C14874,3062.16821,0.9,2253.98,920.54,1333.44,4161.09715,0.9,0.8,0.8,0.8,30,68,9000,1132.237548
C14876,320.33625,1,0,0,0,1258.982051,0,0,0,0.583333,14,0,6500,1746.672526
C14877,24.176932,1,189.85,189.85,0,0,0.333333,0.333333,0,0,0,4,3000,184.60455
C14878,5496.421462,1,0,0,0,2338.977761,0,0,0,0.083333,2,0,6000,1292.534876
C14879,0.074724,0.181818,0,0,0,370.73048,0,0,0,0.083333,1,0,1000,1628.657052
C14880,6063.976197,1,3987.01,3531.24,455.77,2791.263609,0.833333,0.416667,0.75,0.416667,13,25,7500,1423.187576
C14881,2669.587009,1,0,0,0,967.482287,0,0,0,0.083333,1,0,6500,666.186973
C14882,86.206262,1,626.28,210.7,415.58,0,0.833333,0.416667,0.666667,0,0,22,3000,729.334233
C14884,958.26975,1,0,0,0,171.920223,0,0,0,0.416667,8,0,1000,327.333462
C14885,10929.05958,1,675.89,500.39,175.5,1521.869211,0.916667,0.25,0.666667,0.333333,12,12,12000,2639.956641
C14886,11581.9335,1,0,0,0,9236.092963,0,0,0,0.5,23,0,13000,2132.826323
C14887,207.209597,1,13.66,0,13.66,0,0.090909,0,0.090909,0,0,1,7000,1703.339459
C14888,3139.267322,1,5393.36,2094.44,3298.92,0,1,0.583333,1,0,0,86,3000,4173.119357
C14889,2689.895528,1,0,0,0,270.201463,0,0,0,0.083333,1,0,2900,639.484442
C14890,1406.627442,1,2315.86,1339.26,976.6,0,0.916667,0.416667,0.833333,0,0,27,4000,3176.971719
C14892,1594.485356,1,2650.91,2123.9,527.01,0,1,0.25,1,0,0,33,7000,1416.618009
C14894,3755.184007,1,3211.86,1420.58,1791.28,0,1,0.75,0.833333,0,0,22,11000,3198.261943
C14895,38.795708,0.636364,229.48,229.48,0,0,0.25,0.25,0,0,0,3,3050,392.882251
C14896,37.911473,0.818182,254,84,170,0,0.666667,0.166667,0.5,0,0,12,3000,248.076679
C14897,1723.804529,1,3145.79,997.29,2148.5,0,1,0.333333,1,0,0,26,6000,995.065501
C14898,165.290723,0.818182,971.2,971.2,0,446.94537,0.166667,0.166667,0,0.083333,1,3,1000,1922.505496
C14899,683.391465,0.636364,0,0,0,1786.070392,0,0,0,0.083333,4,0,3000,346.494649
C14900,10.358325,0.454545,98.83,98.83,0,0,0.454545,0.454545,0,0,0,5,7000,116.299635
C14901,1063.614099,1,0,0,0,196.616463,0,0,0,0.083333,1,0,1200,206.505212
C14902,98.290292,0.545455,4440.8,4440.8,0,0,0.583333,0.583333,0,0,0,19,1500,7150.995346
C14903,1540.879308,0.909091,0,0,0,154.550357,0,0,0,0.090909,1,0,4000,720.558343
C14904,3083.636304,1,250,0,250,0,0.5,0,0.416667,0,0,6,10000,4669.193554
C14905,1098.457059,1,0,0,0,18.510103,0,0,0,0.083333,1,0,1200,224.204359
C14906,4836.914446,1,305.6,305.6,0,0,0.166667,0.166667,0,0,0,2,16500,2547.923816
C14907,131.069154,1,1315.39,313.08,1002.31,0,1,1,1,0,0,50,3500,1123.656185
C14908,49.564532,1,433.5,273.94,159.56,0,0.909091,0.181818,0.909091,0,0,13,9000,465.466079
C14909,1967.70274,1,744.9,669.9,75,956.424536,0.5,0.416667,0.083333,0.25,7,10,4000,449.758817
C14910,1669.128355,1,0,0,0,335.056814,0,0,0,0.166667,2,0,1800,528.612762
C14911,56.116326,0.181818,368.47,368.47,0,66.320495,0.083333,0.083333,0,0.083333,2,5,2500,174.470592
C14912,227.184126,0.272727,50,50,0,947.140065,0.083333,0.083333,0,0.166667,2,1,5500,2074.177677
C14913,1417.157652,1,562.5,0,562.5,0,0.416667,0,0.416667,0,0,5,1500,987.794574
C14914,1406.483149,1,0,0,0,363.680545,0,0,0,0.125,1,0,1500,214.423727
C14915,0,0,581,0,581,0,0.583333,0,0.583333,0,0,7,1000,692.523718
C14916,1124.582725,1,0,0,0,219.933843,0,0,0,0.333333,4,0,1200,446.251464
C14917,110.409387,0.727273,992.88,992.88,0,0,0.416667,0.416667,0,0,0,12,4500,791.103098
C14918,4929.758948,1,4939.1,4939.1,0,2365.84349,0.666667,0.666667,0,0.25,7,309,6000,3952.187547
C14919,687.378139,1,74.42,0,74.42,0,0.25,0,0.25,0,0,3,700,353.250281
C14920,7.167028,0.363636,99,99,0,0,0.333333,0.333333,0,0,0,4,6000,196.556706
C14921,49.433937,1,387,0,387,0,1,0,0.888889,0,0,9,3000,335.472854
C14922,1427.949491,1,0,0,0,617.736537,0,0,0,0.166667,2,0,1800,2163.873958
C14923,17.141376,0.818182,182.1,33.6,148.5,113.918826,0.25,0.083333,0.083333,0.083333,1,4,6000,255.074373
C14924,2285.655394,0.9,3648.73,2517.43,1131.3,2034.664095,0.9,0.9,0.6,0.5,7,46,7000,586.67656
C14925,341.149186,1,48.78,48.78,0,0,0.083333,0.083333,0,0,0,1,500,256.731955
C14926,91.705554,1,1468.1,1468.1,0,0,0.833333,0.833333,0,0,0,27,3000,1502.962138
C14927,2032.338405,0.909091,158.24,0,158.24,2508.932178,0.666667,0,0.583333,0.25,5,8,2500,625.314406
C14928,4.12565,0.363636,25.69,25.69,0,0,0.083333,0.083333,0,0,0,1,4500,163.352538
C14929,709.473364,1,548.85,385.29,163.56,153.665694,0.666667,0.333333,0.5,0.083333,1,13,1200,381.15677
C14930,8048.03442,1,0,0,0,6163.107978,0,0,0,0.333333,10,0,12000,2165.252987
C14931,2755.306896,0.909091,2754.49,1974,780.49,3193.924548,0.75,0.416667,0.583333,0.333333,9,43,13000,4843.691023
C14932,348.646985,0.818182,230,230,0,1099.152158,0.166667,0.166667,0,0.083333,1,2,1200,443.364076
C14933,472.663708,0.545455,310.44,0,310.44,0,0.416667,0,0.416667,0,0,5,4000,2493.243567
C14934,387.585128,0.333333,0,0,0,2494.497971,0,0,0,0.333333,21,0,3000,0
C14935,120.658015,1,349.12,349.12,0,0,0.25,0.25,0,0,0,4,2700,383.414493
C14936,105.385636,1,1536.31,344.91,1191.4,0,0.666667,0.166667,0.416667,0,0,8,3000,1639.344093
C14937,2843.942194,1,0,0,0,266.975744,0,0,0,0.583333,10,0,3000,869.193769
C14938,28.315171,0.5,225.02,111.7,113.32,0,0.375,0.125,0.125,0,0,3,10000,315.246249
C14939,949.530268,1,45.65,45.65,0,47.786053,0.083333,0.083333,0,0.083333,1,1,1000,303.450157
C14940,34.706824,0.181818,242.9,242.9,0,0,0.083333,0.083333,0,0,0,2,1500,85.290895
C14941,3596.749572,1,0,0,0,1172.638871,0,0,0,0.166667,3,0,6000,1499.401344
C14942,49.920897,1,400.19,400.19,0,0,1,1,0,0,0,14,8500,363.703322
C14943,120.945829,0.7,33.38,0,33.38,0,0.2,0,0.1,0,0,2,1000,514.002301
C14944,1118.479084,1,325.95,203.96,121.99,0,0.666667,0.333333,0.25,0,0,9,2400,290.888289
C14945,216.184011,0.454545,0,0,0,948.380744,0,0,0,0.166667,2,0,1200,243.64342
C14946,3997.572659,1,0,0,0,3516.5482,0,0,0,0.272727,6,0,4500,1456.274689
C14947,1906.703614,1,780,0,780,0,1,0,1,0,0,12,3000,1338.303471
C14948,1747.359784,1,0,0,0,413.38083,0,0,0,0.333333,8,0,1800,700.732344
C14949,2363.615492,1,1441.32,374.64,1066.68,0,0.833333,0.083333,0.833333,0,0,11,6000,1055.392983
C14950,1247.196735,1,243,243,0,0,0.333333,0.333333,0,0,0,9,1200,529.091477
C14951,336.640397,1,589.59,165,424.59,0,0.833333,0.083333,0.75,0,0,17,5000,839.728514
C14952,135.493002,1,0,0,0,499.794103,0,0,0,0.25,4,0,1200,1844.110066
C14953,957.980588,1,424.76,0,424.76,0,0.333333,0,0.333333,0,0,4,5000,504.56116
C14954,965.236679,1,2786.08,763.82,2022.26,0,0.75,0.333333,0.666667,0,0,33,4500,1399.589495
C14955,260.409355,1,545.34,257.34,288,0,0.416667,0.166667,0.166667,0,0,9,1500,384.809868
C14956,2772.790822,1,337.98,0,337.98,198.185224,1,0,1,0.416667,7,45,3000,1043.396353
C14957,1305.266304,0.833333,1078.89,844.99,233.9,2081.15215,0.833333,0.833333,0.666667,0.666667,4,20,5000,164.080259
C14958,1153.335938,1,886.56,0,886.56,0,1,0,1,0,0,12,1000,724.171914
C14959,633.388444,1,830.45,830.45,0,0,0.416667,0.416667,0,0,0,8,6000,497.263402
C14960,5830.700298,1,4079.01,507,3572.01,0,1,0.333333,1,0,0,72,11500,2038.201869
C14961,4931.40051,1,540,540,0,527.008867,0.083333,0.083333,0,0.25,6,2,11500,1174.80652
